step,ΔSh,ΔNP,ΔDD,ΔCalmar,Δturnover,Δcontra
L1_min_opt,-0.15,-0.0005,-0.0023,-0.26,0.01,-0.005
L2_tur_penalty,-0.257,-0.0037,-0.0011,-0.25,-0.041,0.004
L3_asset_cap,0.325,-0.0004,0.0052,0.51,0.001,0.0
L4_gacha_t,-0.011,0.0002,-0.0002,-0.02,0.0,0.0
L5_Beta_t,1.467,0.0215,0.0034,1.92,0.002,-0.004
L6_sector_rc,0.031,0.0007,0.0,0.04,0.0,-0.0
L7_RV_scaling,0.463,0.0013,0.004,1.58,0.004,-0.002
L8_DD_ctrl,0.0,0.0,0.0,0.0,0.0,0.0
L9_chronic_step,-0.071,0.0057,-0.001,-0.02,0.016,-0.008
